enrolldt,price,downpmt,monthdue,pmttype,use,age,gender,default
20190624,1010.0076,42,11,Cash,0,35,1,1
20190701,388.92,15.96,4.5,Cash,6,35,1,0
20190705,989.52,147,5,CreditCard,6,35,1,0
20190706,713.8908,42,13,Cash,0,35,0,1
20190708,1046.4216,84,4,DirectDebit,0,35,1,0
20190709,753.8076,42,4,CreditCard,0,35,1,0
20190710,452.7516,4.2,4,Cash,0,35,1,0
20190710,545.16,21,5,Cash,2,35,0,0
20190711,209.16,209.16,10,Cash,0,35,0,0
20190712,377.16,15.96,4,Cash,0,35,0,1
20190713,1048.8912,105,4.25,Cash,0,35,1,0
20190716,780.36,780.36,9,Cash,0,35,0,0
20190716,401.6796,126,4.25,CreditCard,0,35,0,0
20190717,293.16,16.8,3,Cash,1,35,0,1
20190718,889.2996,42.84,4.33,Cash,0,35,1,1
20190719,805.5516,21,5,Cash,0,35,1,1
20190719,595.56,15.96,22,Cash,3,35,1,0
20190720,293.16,15.96,3,CreditCard,0,35,1,0
20190722,919.6488,42,4.25,Cash,0,35,0,0
20190722,811.5744,168,11,Cash,0,35,1,0
20190723,587.16,126,3,CreditCard,0,35,0,0
20190723,377.16,15.96,4,DirectDebit,0,35,0,0
20190725,821.52,821.52,6,Cash,7,35,0,0
20190727,964.32,84,6,DirectDebit,0,35,1,0
20190729,326.76,15.96,4,CreditCard,1,35,0,0
20190730,671.16,42,12,CreditCard,0,35,0,0
20190731,1289.4336,1289.4336,6,Cash,0,35,0,0
20190803,989.52,84,4,CreditCard,0,35,1,0
20190803,755.16,252,4,Cheque,0,35,1,0
20190805,423.36,423.36,8,Cash,4,35,0,0
20190807,598.4916,84,9,Cheque,0,35,0,0
20190807,821.52,84,4,Cash,1,35,1,0
20190808,648.48,126,4,CreditCard,0,35,1,0
20190812,655.2252,655.2252,6,Cash,1,35,1,0
20190813,377.16,16.8,4,Cash,4,35,1,0
20190813,377.16,16.8,4,Cash,0,35,1,0
20190814,595.56,27.72,4,Cash,0,35,1,1
20190816,1115.52,126,6,DirectDebit,1,35,0,0
20190819,511.56,511.56,11,Cash,0,35,0,0
20190819,636.8544,84,9,DirectDebit,4,35,1,0
20190820,780.36,168,6,CreditCard,7,35,0,0
20190822,753.8076,63,17,Cash,0,35,0,1
20190822,377.16,15.96,26,Cash,6,35,1,0
20190822,775.32,63,12,CreditCard,1,35,0,0
20190824,838.32,838.32,6,Cash,0,35,1,0
20190825,598.4916,126,9,CreditCard,0,35,0,0
20190825,863.52,42,7,Cash,6,35,1,0
20190826,753.8076,15.96,4.33,CreditCard,0,35,0,1
20190826,1162.0896,42,4,Cheque,0,35,0,0
20190827,696.36,21,7,Cash,0,35,0,1
20190828,410.76,410.76,8,Cash,0,35,1,0
20190831,889.2996,84,6,DirectDebit,1,35,0,0
20190903,942.6144,942.6144,6,Cash,0,35,1,0
20190904,851.1468,32.76,5.69,Cash,0,35,0,1
20190904,503.16,21,4,Cheque,0,35,1,0
20190905,763.56,126,8,CreditCard,0,35,0,0
20190905,125.16,125.16,17,Cash,1,35,1,0
20190908,419.16,209.58,5.5,CreditCard,0,35,0,0
20190909,125.16,125.16,7.42,Cash,1,35,1,0
20190909,130.1664,130.1664,13.2,Cash,1,35,1,0
20190917,822.36,0.84,5.5,Cash,3,35,0,1
20190918,792.1116,210,5.5,DirectDebit,4,35,0,0
20190921,532.0896,21,4,Cheque,7,35,1,0
20190922,1007.5044,21.84,5.5,CreditCard,1,35,0,0
20190924,797.16,42,2.75,Cash,0,35,1,1
20190926,607.6812,607.6812,12,Cash,0,35,0,0
20190926,503.16,21,26,Cash,0,35,0,0
20190930,799.2768,84,5.5,Cash,0,35,0,0
20190930,1160.1408,168,5.5,CreditCard,0,35,0,0
20190930,942.6144,597.3072,6,Cash,1,35,0,0
20191002,535.8696,27.72,5.5,CreditCard,4,35,1,0
20191002,989.52,42,5.5,CreditCard,0,35,0,0
20191003,764.6688,84,5.5,CreditCard,0,35,0,0
20191003,393.96,42,3,Cash,0,35,1,0
20191007,948.36,42,2.75,DirectDebit,6,35,1,0
20191011,587.16,4.2,5.5,Cash,6,35,1,0
20191011,503.16,84,5.5,Cheque,0,35,1,0
20191014,906.36,906.36,6,Cash,1,35,0,0
20191015,796.824,84,9,CreditCard,1,35,0,0
20191019,822.36,4.2,5.5,CreditCard,1,35,1,0
20191019,738.36,738.36,8.5,Cash,0,35,1,0
20191021,805.56,42,6,Cheque,7,35,1,0
20191021,990.36,168,6,CreditCard,5,35,0,0
20191023,125.16,125.16,17,Cash,0,35,1,0
20191023,990.36,4.2,10,Cash,0,35,0,0
20191027,503.16,4.2,5.5,CreditCard,0,35,0,0
20191029,1115.52,1115.52,3,Cash,6,35,1,0
20191029,1089.48,1089.48,6,Cash,6,35,0,0
20191031,1013.8464,210,9,DirectDebit,0,35,0,0
20191031,1025.6904,84,12,CreditCard,0,35,1,0
20191031,374.7744,15.96,4,CreditCard,1,35,0,0
20191031,377.16,4.2,4,Cheque,1,35,1,0
20191102,906.36,126,11,Cash,1,35,1,0
20191104,948.36,126,11,Cheque,5,35,0,0
20191105,1071.1596,126,2,DirectDebit,0,35,0,0
20191106,1066.212,84,2,DirectDebit,0,35,1,0
20191107,403.5612,63,4,DirectDebit,0,35,0,0
20191108,671.16,63,4,Cash,6,35,1,0
20191113,948.36,84,4,DirectDebit,1,35,1,0
20191115,319.8804,15.96,19,CreditCard,4,35,1,0
20191119,503.16,20.16,4,Cash,1,35,0,0
20191122,780.36,15.96,4,Cash,1,35,0,1
20191124,981.1368,126,4,CreditCard,0,35,1,0
20191126,880.32,880.32,3,Cash,0,35,1,0
20191129,947.52,168,14,Cheque,0,35,0,0
20191129,654.36,84,9,CreditCard,1,35,1,0
20191201,419.16,4.2,4,DirectDebit,0,35,0,0
20191203,628.2612,126,19.5,DirectDebit,6,35,1,0
20191209,1343.034,168,4,Cheque,0,35,1,0
20191214,419.16,419.16,6,Cash,2,35,1,0
20191214,377.16,15.96,5.5,CreditCard,0,35,1,0
20191215,1115.52,84,15,DirectDebit,0,35,1,1
20191218,377.16,84,4,Cash,6,35,0,0
20191222,1111.4628,84,6,CreditCard,0,35,0,0
20191223,304.2732,84,7,CreditCard,6,35,1,0
20191223,934.7604,84.84,12,CreditCard,0,35,0,0
20191224,399.7896,15.96,4,CreditCard,0,35,1,0
20191229,864.36,126,4,CreditCard,5,35,1,0
20191230,377.16,15.96,4,CreditCard,4,35,0,0
20191230,1004.136,105,4.25,DirectDebit,1,35,1,0
20191231,685.4904,63,4,DirectDebit,1,35,1,0
20200102,822.36,32.76,8.5,Cash,6,35,1,0
20200103,167.16,167.16,8,Cash,0,35,1,0
20200103,738.36,84,9,Cheque,0,35,0,0
20200104,1173.48,105,17,CreditCard,0,35,0,0
20200105,839.16,21,5.5,Cash,0,35,0,1
20200106,1297.9008,84,6,CreditCard,0,35,0,0
20200106,985.32,63,17,Cash,3,35,1,0
20200109,1007.5044,21,5.51,DirectDebit,0,35,0,1
20200111,1173.48,126,5.5,Cash,0,35,1,1
20200114,990.36,0,5.5,DirectDebit,2,35,1,1
20200114,514.92,21.84,6.5,Cheque,0,35,0,0
20200114,410.76,205.38,5.5,CreditCard,1,35,0,0
20200115,1168.8768,126,11,CreditCard,6,35,1,0
20200116,533.3496,84,5.5,DirectDebit,0,35,0,0
20200119,791.8932,126,5.5,DirectDebit,3,35,1,0
20200119,1002.0024,84,12,Cheque,0,35,0,0
20200120,804.9216,63,5.5,DirectDebit,0,35,1,0
20200120,1900.08,1900.08,6,Cash,1,35,1,0
20200121,1185.24,126,5.5,CreditCard,0,35,0,1
20200122,839.16,4.2,5.5,CreditCard,0,35,0,0
20200122,503.16,21,5.5,Cash,7,35,1,0
20200122,846.72,84,8.5,DirectDebit,6,35,1,0
20200124,1007.16,0,10,DirectDebit,1,35,1,0
20200127,922.32,168,4,CreditCard,0,35,1,0
20200129,888.72,42,5.5,CreditCard,0,35,0,0
20200130,692.16,63,12,Cheque,1,35,1,0
20200131,947.52,84,12,CreditCard,6,35,1,0
20200131,799.2768,84,9,CreditCard,3,35,0,0
20200201,839.16,63,15,Cheque,0,35,0,0
20200201,1207.92,210,14,DirectDebit,0,35,0,0
20200201,125.16,125.16,15,Cash,1,35,1,0
20200204,1132.32,1132.32,9,Cash,1,35,1,0
20200205,808.0212,84,17,DirectDebit,3,35,1,0
20200205,839.16,63,15,CreditCard,3,35,1,0
20200207,125.16,125.16,6.5,Cash,7,35,1,0
20200211,1074.36,42,6,Cash,4,35,1,0
20200213,477.6492,4.2,21,Cash,0,35,0,1
20200213,293.16,293.16,0,Cash,1,35,0,0
20200213,839.16,126,6,DirectDebit,7,35,1,0
20200215,470.8704,84,6,DirectDebit,6,35,1,0
20200216,1074.36,42,6,CreditCard,0,35,0,0
20200218,1081.92,126,10.75,Cash,1,35,1,0
20200218,776.16,63,6,DirectDebit,1,35,1,0
20200221,923.16,84,6,Cash,6,35,0,0
20200221,1081.92,210,10.75,DirectDebit,7,35,1,0
20200222,1334.8608,294,6,Cash,0,35,1,0
20200222,947.52,25.2,6,CreditCard,7,35,1,0
20200225,273,273,0,Cash,3,35,0,0
20200226,839.16,84,10,DirectDebit,1,35,0,0
20200227,750.96,63,9,DirectDebit,0,35,1,0
20200227,986.16,63,9,CreditCard,0,35,0,0
20200227,1048.32,84,10,DirectDebit,0,35,0,0
20200228,948.36,84,10.25,Cheque,6,35,0,0
20200304,738.36,42,6,CreditCard,8,35,1,0
20200306,1375.08,105,14,Cash,0,35,0,0
20200307,1507.9008,252,6,Cash,0,35,0,1
20200310,1334.8608,63,6.25,Cash,3,35,0,0
20200311,1048.32,168,10,DirectDebit,4,35,0,0
20200312,603.96,25.2,6,CreditCard,0,35,1,0
20200314,672.6972,126,19,DirectDebit,4,35,1,0
20200316,1207.92,126,6,CreditCard,6,35,0,0
20200316,445.3596,445.3596,6,Cash,0,35,0,0
20200325,1154.16,63,9,DirectDebit,0,35,0,0
20200326,906.36,63,20,Cash,0,35,0,1
20200326,587.16,126,6,DirectDebit,3,35,0,0
20200326,434.3052,84,10.5,Cash,6,35,0,0
20200328,587.16,25.2,29,Cash,5,35,1,0
20200328,1160.1408,84,15,DirectDebit,0,35,0,0
20200329,502.4292,252,23,Cash,0,35,1,1
20200331,776.16,63,20,Cash,7,35,1,0
20200331,990.0912,990.0912,9,Cash,0,35,1,0
20200331,839.16,31.92,4.25,CreditCard,0,35,0,0
20200407,394.5732,84,41,Cheque,0,35,0,0
20200409,804.72,105,4,Cash,0,35,0,1
20200409,1056.72,210,9,DirectDebit,0,35,1,0
20200410,1048.32,84,10,CreditCard,0,35,1,0
20200412,839.16,839.16,10,Cash,0,35,1,0
20200413,1125.4068,126,9,CreditCard,0,35,0,0
20200413,1143.9036,1143.9036,9,Cash,0,35,0,0
20200420,905.52,126,6,Cheque,0,35,0,0
20200422,906.36,4.2,6,Cash,0,35,0,1
20200423,1452.15,504,6.5,CreditCard,3,35,0,0
20200423,948.36,420,10.25,CreditCard,0,35,1,0
20200428,776.16,63,8.5,CreditCard,1,35,0,0
20200430,1424.64,252,10.75,DirectDebit,6,35,1,0
20200430,1283.52,84,14,Cheque,1,35,0,0
20200502,1007.16,0.84,6,Cash,3,35,1,1
20200502,780.36,780.36,9,Cash,6,35,0,0
20200504,839.16,0.84,6,DirectDebit,0,35,1,1
20200505,776.16,63,8.5,CreditCard,6,35,0,0
20200506,990.36,42,10.25,Cash,0,35,0,1
20200509,1074.36,0.84,6,DirectDebit,0,35,1,0
20200510,431.76,33.6,7,Cash,0,35,0,1
20200510,839.16,126,6,Cash,0,35,1,1
20200511,1132.32,1132.32,9,Cash,1,35,0,0
20200512,452.76,84,6,CreditCard,1,35,1,0
20200513,1132.32,252,9,CreditCard,0,35,1,0
20200514,797.16,42,9.5,CreditCard,4,35,0,0
20200515,469.56,4.2,6,CreditCard,0,35,1,0
20200519,169.0416,17.8416,0,CreditCard,0,35,0,0
20200526,840.1932,63,20,DirectDebit,1,35,0,0
20200527,1283.52,42,6,DirectDebit,1,35,1,1
20200527,755.16,755.16,9,Cash,5,35,0,0
20200527,801.36,63,15,DirectDebit,0,35,1,0
20200528,923.16,126,9,CreditCard,3,35,1,0
20200528,1071.7308,42,6,Cheque,0,35,1,0
20200529,1043.8764,84,20,Cheque,6,35,0,0
20200604,590.1336,590.1336,5.5,Cash,2,35,0,0
20200606,1132.32,231,6,CreditCard,0,35,1,0
20200608,800.4696,252,6,CreditCard,1,35,0,0
20200608,738.36,30.24,6,CreditCard,0,35,0,0
20200609,1271.2056,42,5.5,Cheque,1,35,1,0
20200612,983.1696,168,6,DirectDebit,6,35,1,0
20200613,603.96,4.2,24,CreditCard,0,35,0,0
20200614,755.16,126,6,CreditCard,2,35,0,0
20200615,1225.7364,105,5.5,CreditCard,0,35,0,0
20200616,419.16,419.16,5,Cash,5,35,1,0
20200618,1024.59,84,6,CreditCard,0,35,0,0
20200618,446.4096,126,6,DirectDebit,2,35,1,0
20200620,1262.52,168,6,CreditCard,0,35,1,0
20200622,964.32,84,6,CreditCard,6,35,0,0
20200622,1132.32,252,9,Cheque,6,35,0,0
20200624,419.16,419.16,5,Cash,3,35,1,0
20200625,1056.72,126,9.5,Cheque,1,35,0,0
20200629,209.16,209.16,12,Cash,6,35,1,0
20200629,1031.8224,84,12.5,Cash,0,35,1,0
20200630,965.16,42,6,Cheque,1,35,1,1
20200702,622.3812,168,12,CreditCard,3,35,1,0
20200703,634.2756,126,9.5,Cash,6,35,1,0
20200706,1136.52,84,4.75,Cash,0,35,0,1
20200706,1073.52,63,6,Cheque,0,35,1,0
20200707,650.16,63,15,Cheque,1,35,0,0
20200707,651.0252,651.0252,7,Cash,1,35,0,0
20200708,781.8804,16.8,20,Cheque,1,35,1,0
20200709,972.0816,972.0816,8.3,Cash,0,35,1,0
20200710,410.76,22.68,5,CreditCard,1,35,0,0
20200714,368.76,126,6,DirectDebit,1,35,1,0
20200715,943.32,46.2,6,Cheque,4,35,0,0
20200716,753.9084,753.9084,9,DirectDebit,4,35,1,0
20200719,734.16,15.96,6,DirectDebit,0,35,0,0
20200724,734.16,16.8,6,Cheque,0,35,1,1
20200727,469.56,21,6,DirectDebit,7,35,1,0
20200730,818.16,252,9,CreditCard,8,35,1,0
20200731,734.16,42,6,Cheque,8,35,1,0
20200731,734.16,734.16,9,Cash,6,35,0,0
20200731,943.32,147,10,CreditCard,1,35,0,0
20200802,223.8012,84,29,Cash,1,35,1,0
20200804,644.2716,21,7,DirectDebit,0,35,0,0
20200804,976.5924,976.5924,6.95,Cash,6,35,0,0
20200805,1136.52,84,7,CreditCard,1,35,0,0
20200806,999.9192,147,7,CreditCard,0,35,1,0
20200806,960.8004,126,14,CreditCard,1,35,0,0
20200807,1508.64,252,7,CreditCard,0,35,1,0
20200808,943.32,252,7,DirectDebit,6,35,0,0
20200814,734.16,15.96,7,Cheque,0,35,1,0
20200818,956.2896,210,7,DirectDebit,6,35,1,0
20200818,1006.992,147,7,DirectDebit,0,35,1,0
20200818,842.52,42,7,Cheque,3,35,0,0
20200819,419.16,419.16,10,Cash,4,35,1,0
20200819,1016.4336,84,6.96,CreditCard,5,35,0,0
20200822,734.16,16.8,7,DirectDebit,4,35,0,0
20200824,453.7428,226.8756,6.95,CreditCard,3,35,0,0
20200824,650.16,210,7,CreditCard,4,35,1,0
20200825,1241.52,231,7,Cheque,6,35,0,0
20200825,778.2096,84,7,DirectDebit,5,35,1,0
20200826,734.16,16.8,7,Cheque,0,35,0,1
20200827,471.9288,16.8,6.95,Cheque,0,35,1,0
20200827,1032.36,210,7,Cheque,6,35,1,0
20200829,776.3784,776.3784,9,Cash,8,35,0,0
20200830,624.036,63,6,CreditCard,6,35,1,0
20200830,1035.72,210,9,CreditCard,1,35,0,0
20200830,650.16,63,10,Cheque,0,35,0,0
20200831,1274.7504,84,9,DirectDebit,0,35,0,0
20200901,1128.0528,294,9,DirectDebit,0,35,0,0
20200901,839.16,252,11,DirectDebit,1,35,0,0
20200902,839.16,21,8,Cheque,6,35,1,0
20200904,1913.52,168,15,DirectDebit,0,35,1,0
20200905,1006.32,84,18,DirectDebit,0,35,1,0
20200908,1031.52,84,10.5,Cheque,1,35,0,1
20200910,1678.572,126,7.95,Cheque,0,35,1,0
20200914,839.16,21,8,Cheque,0,35,1,1
20200914,519.96,21,8,Cheque,3,35,1,0
20200914,1056.72,126,9,DirectDebit,0,35,1,0
20200915,923.16,126,9,CreditCard,6,35,1,0
20200916,750.5736,378,3.98,DirectDebit,4,35,1,0
20200917,729.96,126,6,DirectDebit,6,35,1,0
20200918,2148.72,1.68,8,Cheque,1,35,1,1
20200918,922.32,231,8,CreditCard,0,35,1,0
20200921,842.9988,126,8,DirectDebit,5,35,0,0
20200923,797.16,126,4,DirectDebit,0,35,0,0
20200924,1006.32,84,4,Cheque,5,35,1,0
20200925,797.16,63,4,CreditCard,6,35,1,0
20200929,780.36,84,5.25,DirectDebit,1,35,1,0
20200930,666.7584,0.84,7.97,Cheque,3,35,1,0
20200930,839.16,0.84,8,Cheque,0,35,0,0
20200930,1256.2368,147,8,DirectDebit,0,35,0,0
20201001,1005.5304,63,4,Cheque,0,35,1,1
20201005,549.8556,21,8,Cheque,4,35,1,0
20201006,428.5176,4.2,3.98,CreditCard,0,35,1,1
20201012,797.16,126,11,CreditCard,1,35,0,1
20201016,670.0596,4.2,3.98,CreditCard,3,35,0,0
20201016,1157.52,252,4,DirectDebit,3,35,1,0
20201017,462.1176,42,8,DirectDebit,4,35,0,0
20201020,755.16,21,8,Cheque,1,35,1,1
20201021,797.16,63,23,DirectDebit,7,35,0,0
20201021,755.16,84,4,DirectDebit,5,35,0,0
20201027,755.16,21,8,Cheque,2,35,1,1
20201029,1283.52,84,4,Cheque,8,35,0,0
20201101,551.1576,42.84,8,Cheque,0,35,1,0
20201101,755.16,21,8,CreditCard,3,35,0,0
20201102,1132.32,147,9,CreditCard,0,35,0,0
20201103,1132.32,84,23,Cheque,0,35,0,1
20201103,1216.32,42,10.5,Cheque,0,35,0,0
20201105,672.6972,672.6972,7,Cheque,6,35,1,0
20201106,1090.2528,16.8,8,Cheque,1,35,1,1
20201106,0,0,19,Cheque,0,35,1,0
20201106,1006.32,105,20,DirectDebit,3,35,0,0
20201113,755.16,126,8,CreditCard,6,35,1,0
20201113,755.16,42,8,CreditCard,1,35,0,0
20201114,633.36,4.2,8,Cheque,1,35,1,1
20201118,738.36,369.18,8,DirectDebit,6,35,1,0
20201118,1207.92,168,4,Cheque,6,35,1,0
20201119,633.36,42,8,Cheque,0,35,1,1
20201119,861,210,3,DirectDebit,5,35,0,0
20201119,797.16,126,5.5,DirectDebit,1,35,0,0
20201119,797.16,252,4,DirectDebit,7,35,1,0
20201121,1066.6992,84,4,Cheque,6,35,0,0
20201122,844.9896,63,4,Cheque,1,35,0,1
20201122,797.16,84,3,Cheque,0,35,0,0
20201123,844.9896,84,4,CreditCard,0,35,0,0
20201124,755.16,63,5,CreditCard,1,35,0,0
20201127,923.16,923.16,5.25,Cheque,7,35,1,0
20201128,633.36,4.2,8,CreditCard,3,35,1,0
20201129,435.0192,42,54.93,Cheque,5,35,1,0
20201130,1226.6856,126,4,DirectDebit,1,35,0,0
20201130,729.96,126,3,DirectDebit,4,35,0,0
20201201,1514.898,252,9,CreditCard,6,35,1,0
20201201,1225.6608,84,23,Cheque,1,35,1,0
20201202,1052.52,84,8,Cheque,0,35,0,1
20201205,713.16,126,11,DirectDebit,3,35,1,0
20201209,839.16,63,8,CreditCard,4,35,0,0
20201210,893.6844,63,23,Cheque,1,35,1,1
20201210,797.16,126,11,Cheque,1,35,0,0
20201210,671.16,63,10,CreditCard,1,35,1,0
20201212,464.3016,84,8,Cheque,2,35,1,0
20201214,724.6176,362.3088,14,CreditCard,6,35,0,0
20201219,1178.52,588,4,DirectDebit,7,35,0,0
20201219,1205.9208,84,23,Cheque,4,35,1,0
20201226,822.36,21,8,Cheque,1,35,1,0
20201229,755.16,4.2,8,Cheque,0,35,0,1
20201229,862.9236,42,18,CreditCard,5,35,1,0
20201229,633.36,84,8,CreditCard,5,35,0,0
20201231,545.16,84,10,DirectDebit,0,35,1,0
20210102,839.16,4.2,8,DirectDebit,2,35,0,0
20210105,888.72,84,1.25,Cheque,1,35,0,0
20210105,1216.32,1216.32,2,Cheque,1,35,1,0
20210105,839.16,63,2,Cheque,1,35,0,0
20210106,1117.3344,63,2,DirectDebit,4,35,0,0
20210106,906.36,126,2,DirectDebit,1,35,0,0
20210107,519.96,21,8,Cheque,6,35,1,0
20210107,1216.32,1216.32,9,Cheque,7,35,0,0
20210107,1283.52,84,2,CreditCard,4,35,1,0
20210109,419.16,24.36,7,CreditCard,5,35,0,0
20210109,839.16,49.56,8,Cheque,4,35,1,0
20210110,1032.36,210,2,CreditCard,4,35,1,0
20210111,590.1336,21,8,Cheque,1,35,1,1
20210112,358.6128,92.4,11.5,DirectDebit,7,35,1,0
20210114,839.16,419.58,4,DirectDebit,4,35,1,0
20210114,1256.2368,210,2,Cheque,3,35,0,0
20210120,519.96,0,10.5,Cheque,1,35,1,0
20210120,738.36,0,8,Cheque,5,35,1,0
20210121,933.8112,63,4,Cheque,6,35,1,0
20210125,1032.36,21,8,Cheque,1,35,0,1
20210127,1032.36,210,4,DirectDebit,3,35,1,0
20210128,1492.68,126,20,Cheque,1,35,0,0
20210130,1140.72,126,9,Cheque,4,35,1,0
20210131,1283.52,168,2,CreditCard,0,35,0,0
20210131,1048.32,105,10,DirectDebit,1,35,1,0
20210201,1048.32,105,10,CreditCard,1,35,1,0
20210202,1095.36,21,8,Cheque,1,35,1,1
20210202,209.16,209.16,15,Cheque,0,35,0,0
20210202,1139.1744,84,15,DirectDebit,3,35,1,0
20210203,1317.75,25.2,8,CreditCard,0,35,1,0
20210204,926.8224,63,23,DirectDebit,4,35,0,0
20210204,1444.0608,147,9,DirectDebit,1,35,0,0
20210205,209.16,209.16,12,Cheque,1,35,0,0
20210205,1094.9904,63,2,CreditCard,0,35,1,0
20210205,1112.9832,4.2,8,DirectDebit,3,35,1,0
20210207,1035.72,147,1.25,DirectDebit,3,35,0,0
20210208,1574.2272,105,2,DirectDebit,0,35,0,0
20210209,1529.64,252,2.62,DirectDebit,3,35,0,0
20210209,624.96,5.04,8,CreditCard,0,35,1,0
20210211,608.16,4.2,8,CreditCard,0,35,1,0
20210215,1053.36,84,4,Cheque,1,35,1,0
20210216,1262.52,231,4,DirectDebit,1,35,0,0
20210217,268.7244,67.2,8.25,Cheque,3,35,1,0
20210218,540.96,25.2,10.5,CreditCard,3,35,1,0
20210222,1533.2688,126,6,Cheque,1,35,1,0
20210222,492.3744,4.2,8,DirectDebit,6,35,0,0
20210223,540.96,29.4,8,Cheque,2,35,1,0
20210223,860.16,84,6,CreditCard,1,35,1,0
20210225,293.16,293.16,15,Cheque,5,35,1,0
20210227,860.16,168,2,Cheque,1,35,0,0
20210228,490.56,4.2,8,CreditCard,5,35,0,0
20210301,860.16,84,2,DirectDebit,6,35,0,0
20210302,860.16,84.84,2,DirectDebit,4,35,1,0
20210303,1339.3968,252,2,DirectDebit,6,35,0,0
20210303,494.6592,15.96,8,CreditCard,1,35,1,0
20210303,1069.32,84,2,CreditCard,4,35,1,0
20210305,1069.32,84,4,Cheque,3,35,0,0
20210305,839.16,21,8.75,Cheque,6,35,0,0
20210308,931.1232,126,4,DirectDebit,3,35,1,0
20210311,860.16,21,8,Cheque,1,35,0,0
20210314,1095.36,21,8,Cheque,0,35,1,0
20210315,578.8272,25.2,8,CreditCard,1,35,0,0
20210316,1061.76,42,9,Cheque,0,35,1,0
20210316,1070.16,84,7.87,Cheque,1,35,0,0
20210317,1144.1724,84,6,CreditCard,3,35,0,0
20210317,985.32,105,6,DirectDebit,5,35,1,0
20210319,380.4108,31.92,28,Cheque,6,35,1,0
20210319,964.4544,84,8,CreditCard,0,35,1,0
20210319,968.52,84,8,CreditCard,3,35,0,0
20210323,931.1232,78.96,8,CreditCard,0,35,0,0
20210330,988.9152,84,2,CreditCard,1,35,0,0
20210330,540.96,63,8,Cheque,6,35,0,0
20190102,875.8176,31.08,5.86,Cash,1,36,0,1
20190102,750.4224,210,5.5,DirectDebit,0,36,0,0
20190102,1072.7808,1072.7808,6,Cash,0,36,1,0
20190104,839.16,839.16,6,Cash,0,36,0,0
20190105,839.16,33.6,17,Cash,0,36,1,0
20190106,533.3496,533.3496,13,Cash,1,36,0,0
20190107,1173.48,1173.48,6,Cash,0,36,1,0
20190108,1980.72,73.92,10,Cash,0,36,0,1
20190108,494.76,4.2,15,CreditCard,1,36,1,0
20190108,765.7608,84,5.5,DirectDebit,0,36,1,0
20190108,1089.4716,1089.4716,6,Cash,1,36,1,0
20190110,781.0908,16.8,5.96,Cash,0,36,1,1
20190110,1029.9744,84,5.72,Cash,1,36,1,1
20190110,503.16,126,5.5,CreditCard,0,36,1,0
20190110,503.16,503.16,13.2,Cash,0,36,0,0
20190113,991.2168,991.2168,9,Cash,0,36,0,0
20190113,544.6728,21,5.5,DirectDebit,6,36,1,0
20190115,649.32,63,15,Cheque,5,36,1,0
20190116,1029.9744,0,5.5,Cheque,6,36,1,0
20190117,990.36,42,5.5,DirectDebit,0,36,1,0
20190120,1199.52,147,10,CreditCard,1,36,0,0
20190121,1173.7824,84,6,DirectDebit,1,36,0,0
20190123,351.0864,63,9,Cash,1,36,0,0
20190124,1076.0316,840,6,DirectDebit,1,36,1,0
20190127,822.36,822.36,6,Cash,5,36,1,0
20190127,351.0864,168,19,Cheque,5,36,1,0
20190128,721.56,126,5.5,DirectDebit,0,36,0,0
20190129,853.692,126,5.83,Cash,1,36,1,0
20190130,385.5852,168,36.38,Cash,0,36,1,0
20190131,1233.12,42,6.5,Cheque,0,36,1,0
20190131,410.76,410.76,9,Cash,1,36,0,0
20190201,990.36,84,5.5,Cash,0,36,1,1
20190203,385.5852,84,38.52,Cash,0,36,0,0
20190204,721.56,4.2,5.5,Cash,3,36,0,0
20190205,781.0908,29.4,5.96,Cash,0,36,1,1
20190207,503.16,84,2.75,Cheque,7,36,0,0
20190208,410.76,410.76,8,Cash,0,36,1,0
20190210,822.36,126,5.5,DirectDebit,0,36,1,0
20190216,1190.8176,504,1.46,CreditCard,3,36,1,0
20190217,1048.32,126,2.75,DirectDebit,2,36,0,0
20190219,503.16,4.2,5.5,Cash,0,36,1,1
20190219,721.56,42,2.75,DirectDebit,4,36,0,0
20190222,1199.52,126,2.75,Cash,1,36,0,0
20190225,990.36,210,10,Cheque,0,36,1,0
20190226,1001.2716,1001.2716,6,Cash,0,36,0,0
20190302,867.7452,84,21,Cash,0,36,0,1
20190308,780.36,780.36,9.25,Cash,1,36,1,0
20190314,544.6728,84,4.46,CreditCard,3,36,0,0
20190315,503.16,21,5.5,Cash,0,36,1,1
20190317,1157.52,126,4.12,DirectDebit,6,36,1,0
20190317,887.4684,126,2.75,Cheque,1,36,1,0
20190321,755.16,84,4.12,DirectDebit,0,36,1,0
20190322,503.16,4.2,21,CreditCard,1,36,0,0
20190324,742.56,126,2.75,Cheque,1,36,0,0
20190324,986.2944,126,2.75,DirectDebit,0,36,0,0
20190329,697.1832,42,5.84,Cash,2,36,1,1
20190331,823.8048,42,11,Cash,0,36,1,0
20190401,540.0696,540.0696,10,Cash,7,36,0,0
20190402,461.16,461.16,8.5,Cash,0,36,0,0
20190407,906.36,906.36,6,Cash,7,36,1,0
20190410,1241.52,78.96,4,Cash,0,36,1,1
20190410,1025.6904,1025.6904,6,Cash,0,36,1,0
20190414,1160.1408,231,2.75,DirectDebit,8,36,1,0
20190416,607.32,607.32,8.5,Cash,0,36,1,0
20190416,947.52,947.52,6,Cash,0,36,0,0
